timestamp,confidence,filepath,duration_seconds 2025-10-12T22:14:41.060583,0.667969,recordings/2025-10-12_22-14-41.wav,
2025-10-12T22:14:43.961155,0.800781,recordings/2025-10-12_22-14-43.wav,
2025-10-12T22:14:46.904847,0.667969,recordings/2025-10-12_22-14-46.wav,
2025-10-12T22:14:48.867741,0.585938,recordings/2025-10-12_22-14-48.wav,
2025-10-12T22:14:50.786723,0.585938,recordings/2025-10-12_22-14-50.wav,
2025-10-12T22:16:07.842920,0.585938,recordings/2025-10-12_22-16-07.wav,
2025-10-12T22:16:09.763145,0.585938,recordings/2025-10-12_22-16-09.wav,
2025-10-12T22:18:42.315532,0.414062,recordings/2025-10-12_22-18-42.wav,
2025-10-12T22:18:43.252606,0.414062,recordings/2025-10-12_22-18-43.wav,
2025-10-12T22:21:19.026443,0.667969,recordings/2025-10-12_22-21-19.wav,
2025-10-12T22:22:01.565042,0.585938,recordings/2025-10-12_22-22-01.wav,
2025-10-12T22:32:13.898144,0.500000,recordings/2025-10-12_22-32-13.wav,
2025-10-12T22:32:21.706552,0.585938,recordings/2025-10-12_22-32-21.wav,
2025-10-12T22:32:22.687383,0.667969,recordings/2025-10-12_22-32-22.wav,
2025-10-12T22:32:24.650330,0.800781,recordings/2025-10-12_22-32-24.wav,
2025-10-12T22:32:25.631931,0.414062,recordings/2025-10-12_22-32-25.wav,
2025-10-12T22:32:28.534423,0.738281,recordings/2025-10-12_22-32-28.wav,
2025-10-12T22:32:29.512840,0.585938,recordings/2025-10-12_22-32-29.wav,
2025-10-12T22:32:30.495650,0.500000,recordings/2025-10-12_22-32-30.wav,
2025-10-12T22:32:31.477357,0.414062,recordings/2025-10-12_22-32-31.wav,
2025-10-12T22:32:33.396197,0.585938,recordings/2025-10-12_22-32-33.wav,
2025-10-12T22:32:55.838719,0.500000,recordings/2025-10-12_22-32-55.wav,
2025-10-14T16:32:41.856955,0.414062,recordings/2025-10-14_16-32-41.wav,
2025-10-14T16:32:48.682860,0.414062,recordings/2025-10-14_16-32-48.wav,
2025-10-14T16:49:14.750535,0.500000,recordings/2025-10-14_16-49-14.wav,
2025-10-14T16:51:45.662575,0.500000,recordings/2025-10-14_16-51-45.wav,
2025-10-14T16:51:46.643790,0.667969,recordings/2025-10-14_16-51-46.wav,
2025-10-15T15:10:22.163817,0.414062,recordings/2025-10-15_15-10-22.wav,
2025-10-15T15:10:26.047015,0.414062,recordings/2025-10-15_15-10-26.wav,
2025-10-15T15:10:27.027782,0.585938,recordings/2025-10-15_15-10-27.wav,
2025-10-15T15:10:28.010012,0.414062,recordings/2025-10-15_15-10-28.wav,
2025-10-15T15:10:31.933894,0.585938,recordings/2025-10-15_15-10-31.wav,
2025-10-15T15:10:35.816434,0.500000,recordings/2025-10-15_15-10-35.wav,
2025-10-15T15:10:39.698963,0.585938,recordings/2025-10-15_15-10-39.wav,
2025-10-15T15:10:49.472453,0.585938,recordings/2025-10-15_15-10-49.wav,
2025-10-15T15:10:50.452123,0.585938,recordings/2025-10-15_15-10-50.wav,
2025-10-15T15:11:19.681230,0.414062,recordings/2025-10-15_15-11-19.wav,
2025-10-15T15:11:21.642443,0.585938,recordings/2025-10-15_15-11-21.wav,
2025-10-15T15:11:26.507335,0.500000,recordings/2025-10-15_15-11-26.wav,
2025-10-15T15:11:27.489310,0.667969,recordings/2025-10-15_15-11-27.wav,
2025-10-15T15:11:29.454633,0.500000,recordings/2025-10-15_15-11-29.wav,
2025-10-15T15:11:30.432851,0.414062,recordings/2025-10-15_15-11-30.wav,
2025-10-15T15:11:31.414228,0.500000,recordings/2025-10-15_15-11-31.wav,
2025-10-15T15:11:35.297036,0.500000,recordings/2025-10-15_15-11-35.wav,
2025-10-15T15:11:47.966490,0.500000,recordings/2025-10-15_15-11-47.wav,
2025-10-15T15:11:48.948577,0.414062,recordings/2025-10-15_15-11-48.wav,
2025-10-15T15:11:50.911670,0.500000,recordings/2025-10-15_15-11-50.wav,
2025-10-15T15:11:58.676967,0.500000,recordings/2025-10-15_15-11-58.wav,
2025-10-15T15:11:59.658744,0.414062,recordings/2025-10-15_15-11-59.wav,
2025-10-15T15:12:05.505698,0.414062,recordings/2025-10-15_15-12-05.wav,
2025-10-15T15:12:12.334330,0.414062,recordings/2025-10-15_15-12-12.wav,
2025-10-15T15:12:22.142784,0.500000,recordings/2025-10-15_15-12-22.wav,
2025-10-15T15:12:23.103556,0.585938,recordings/2025-10-15_15-12-23.wav,
2025-10-15T15:12:24.102477,0.585938,recordings/2025-10-15_15-12-24.wav,
2025-10-15T15:12:49.411005,0.500000,recordings/2025-10-15_15-12-49.wav,
2025-10-15T15:12:50.390224,0.585938,recordings/2025-10-15_15-12-50.wav,
2025-10-15T15:13:05.961883,0.667969,recordings/2025-10-15_15-13-05.wav,
2025-10-15T15:13:06.946540,0.414062,recordings/2025-10-15_15-13-06.wav,
2025-10-15T15:13:11.807413,0.585938,recordings/2025-10-15_15-13-11.wav,
2025-10-15T15:13:12.788371,0.500000,recordings/2025-10-15_15-13-12.wav,
